line_number,context
6512," to sand, water and 【CARBON DIOXIDE】. Propylene glycol e ...  consists of a Steam【METHANE】 reformer, HT shift  ... ncy. Make an offer! 【HABITAT】 67 - $895,000 - 3 b ...  to take greenhouse 【GREENHOUSE GAS】 reduction seriously ... es, fresh water and 【BIODIVERSITY】, while running up t ... ethbridge CENTRE DE 【ADAPTATION】 - REHABILITATION CE ... ncy. Make an offer! 【HABITAT】 67 - $895,000 - 3 b ... essential, durable, 【RESTORATION】, 【RESTORATION】, innov ... t that the American 【CONSERVATION】 movement was virtua ... ning up the risk on 【CLIMATE CHANGE】. But he's smart eno ... tural capital - its 【ECOSYSTEMS】. 【ECOSYSTEMS】.Speth h ... ethbridge CENTRE DE 【ADAPTATION】 - REHABILITATION CE ...  and intensified by 【DROUGHT】, growing on some pl ... what's been called ""【NATURAL CAPITAL】ism"" can be attained ... izations whether an 【ECOLOGICAL】 【ECOLOGICAL】 park in  ... ethbridge CENTRE DE 【ADAPTATION】 - REHABILITATION CE ... ncy. Make an offer! 【HABITAT】 67 - $895,000 - 3 b"
6513,"tention to reducing 【GREENHOUSE GAS】 emissions. A recent ... ned after a massive 【RESTORATION】. Art, history, mone ... ning a spotlight on 【CLIMATE CHANGE】. Story, Page A4. To ... ise awareness about 【GLOBAL WARMING】. warming.Lights wer ... ohn Cromwell's 1934 【ADAPTATION】 【ADAPTATION】 of the W"
6514,"antly reduce annual 【GREENHOUSE GAS】 emissions from Cana ...  WEDNESDAY, APRIL 9 【HABITAT】 for Humanity 2008.  ... r grp.? No. 0218 25 【MONSOON】 ; occurrences j 26  ... NUED FROM Al Severe 【CLIMATE CHANGE】 could lead to sea l ... NUED FROM Al Severe 【CLIMATE CHANGE】 could lead to sea l ... e recently released 【IPCC】 Fourth Assessment A ... urgency of fighting 【GLOBAL WARMING】 and has responded b ... hange could lead to 【SEA LEVEL RISE】s or major reconfigu ... d. Clare Demerse, a 【CLIMATE POLICY】 analyst analyst at "
6515,Like wild tigers 62 【DROUGHT】 relief 63 Hi Flagst ... solute reduction in 【GREENHOUSE GAS】 . of 20 per cent by ... capitalize on this (【CARBON CAPTURE】 and storage) techno ... n Utilities' energy 【CONSERVATION】 【CONSERVATION】 grant  ... n Utilities' energy 【CONSERVATION】 【CONSERVATION】 grant  ... ricans Americans on 【CLIMATE CHANGE】. Gore chairs the Al ... tional agreement on 【GLOBAL WARMING】 by 2009 that would  ... towards clean . and 【RENEWABLE ENERGY】 initiatives S Major ... Like wild tigers 62 【DROUGHT】 relief 63 Hi Flagst ... ound in much warmer 【HABITAT】s in South America a
6516,", 2008 at I p.m. at 【HABITAT】 St-Camille church,  ... , 2008 at I p.m. at 【HABITAT】 St-Camille church,  ...  request for status 【RESTORATION】, transfers, LCP re- ... not the solution to 【GLOBAL WARMING】. warming. But there ... monly as ""political 【CONSERVATION】."" Few if any electe ... not the solution to 【GLOBAL WARMING】. warming. But there ... r-present threat of 【CLIMATE CHANGE】, homebuyers are war ... hnology and on-site 【RENEWABLE ENERGY】 sys tems, such as s ...  the job site. This 【ADAPTATION】 is important import ... can be built having 【NET ZERO】 energy consumption,"
6517,"es in our showroom. 【RESTORATION】 and repair of lamps ... rbing global carbon 【CARBON DIOXIDE】 emissions, Canadian ... N panel is wrong on 【CLIMATE CHANGE】, researchers claim  ... N panel is wrong on 【CLIMATE CHANGE】, researchers claim  ... s Assumptions, says 【IPCC】 assumptions for 200 ... at's so funny about 【GLOBAL WARMING】 anyway, inquiring m ... rchers say Radical ""【DECARBONIZATION】"" of the global ener ... ies are warming the 【CLIMATE SYSTEM】, with potentially c ... s and palm oil, and 【DROUGHT】 in some important g ... n features timeless 【ADAPTATION】s crafted for today'"
6518,"s to achieve global 【FOOD SECURITY】 Commodity prices ar ...  problems caused by 【EXTREME WEATHER】. The recent big sno ... o reduce greenhouse 【GREENHOUSE GAS】 emissions and reduc ... opia's Ghost and An 【ENDANGERED SPECIES】 (illustrator Harrie ... by the Sea Shepherd 【CONSERVATION】 Society Society end ... by the Sea Shepherd 【CONSERVATION】 Society Society end ... tween the health of 【ECOSYSTEMS】 and the health of h ... cleaner cleaner and 【RENEWABLE ENERGY】 resource resource a ... ution pollution and 【CLIMATE CHANGE】. dropped their benc ... h in this masterful 【ADAPTATION】 of the Pulitzer-Pri ... Virtual tour of the 【ECOSYSTEM】; see animals and pl ...  their subantarctic 【HABITAT】 Eco Mondo, a race a"
6519,"e of curbing global 【CARBON DIOXIDE】 emissions, say McCi ... 6 Resistance unit 7 【DROUGHT】 ender 8 Chemical co ... atorMniisl0.88 O.03 【METHANE】x 27.36 O.38 METRO S ... ion Broker DOWNTOWN 【HABITAT】 67' MAGNIFICENT RES ... asis for greenhouse 【GREENHOUSE GAS】es like carbon dioxi ...  Stars People Uncut 【ADAPTATION】 A screenwriter turn ... The United Nations' 【CLIMATE CHANGE】 panel, which shared ... ion Broker DOWNTOWN 【HABITAT】 67' MAGNIFICENT RES ... The United Nations' 【CLIMATE CHANGE】 panel, which shared ... h a local focus The 【GLOBAL WARMING】 culprit has become  ... along with talks on 【DEFORESTATION】, 【DEFORESTATION】, a k"
6520,"-633-6806. DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... vernmental Panel on 【CLIMATE CHANGE】. 【CLIMATE CHANGE】 sti ... by the Sea Shepherd 【CONSERVATION】 Society, endangered ... vernmental Panel on 【CLIMATE CHANGE】. 【CLIMATE CHANGE】 sti ... e documentary about 【GLOBAL WARMING】. Rising levels of a ... vernmental Panel on 【CLIMATE CHANGE】. 【CLIMATE CHANGE】 sti ... by the Sea Shepherd 【CONSERVATION】 Society, endangered ... adiens' Stanley Cup 【DROUGHT】 would be 29 years i ... ng mango groves and 【WETLANDS】 with golf courses, "
6521," are converted into 【CARBON DIOXIDE】 and water. In the s ... metrius.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... ave been no Trudeau 【RESTORATION】, 【RESTORATION】, and n ... TO FILL OUT SURVEYS 【CONSERVATION】 plan adds measures  ... is wrong on climate 【CLIMATE CHANGE】, researchers claim"" ... is wrong on climate 【CLIMATE CHANGE】, researchers claim"" ...  on Climate Change (【IPCC】) that I) the climat ... TO FILL OUT SURVEYS 【CONSERVATION】 plan adds measures  ... r large emitters of 【GREENHOUSE GAS】es? Or should we wai ... wn beaks. Vancouver 【ECOLOGICAL】 genetic toxicologis"
6522,"metrfus.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... bly Federal archive 【RESTORATION】 experts are on the  ... riginal leaders and 【CONSERVATION】 【CONSERVATION】 groups ...  Cars contribute to 【CLIMATE CHANGE】 wherever they are,  ... AL Kansas ends long 【DROUGHT】 with title FIRST SI ... ed under endangered 【ENDANGERED SPECIES】 legislation, includ"
6523,"14-892-9560. N.D.G. 【HABITAT】 2500 Studios and al ... rs: lose tonnes (of 【GREENHOUSE GAS】) City water plan di ... costs, of an energy 【CONSERVATION】 component either by ... s the fight against 【GLOBAL WARMING】, warming, Steven Gu ... 【CLIMATE CHANGE】: HOWTO CUTYOUR C02  ... ylized,horror-flick 【ADAPTATION】 of the classic by R ... 【CLIMATE CHANGE】: HOWTO CUTYOUR C02  ... duce your company's 【ECOLOGICAL】 footprint. But the  ... 14-892-9560. N.D.G. 【HABITAT】 2500 Studios and al ... oia 2b S O 2 O Polan【CO2】b 3 O I OYoukilislb "
6524,"metrius.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... with a comment that 【GLOBAL WARMING】 is due to the carbo ... ve for its delicate 【ECOSYSTEM】, 【ECOSYSTEM】, and div ... m the Nature Nature 【CONSERVATION】 Centre of Mont St. "
6525,"metrius.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... opia's Ghost and An 【ENDANGERED SPECIES】, both until May 25. ... DAY, APRIL 11, 2008 【CLIMATE CHANGE】, China are popular  ... ogist biologist and 【CONSERVATION】ist is in Paris for  ... DAY, APRIL 11, 2008 【CLIMATE CHANGE】, China are popular  ...  that contribute to 【GLOBAL WARMING】. warming.""The alter ... tween the health of 【ECOSYSTEMS】 and the health of h ... AV MANCLANI REUTERS 【ADAPTATION】 of the Ro80, was ta ... Virtual tour of the 【ECOSYSTEM】; see animals and pl ... metrius.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl"
6526,"to behave in a more 【ECOLOGICAL】 and socially social ... Fri, 9-5pm DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... Fri, 9-5pm DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... tutional change and 【CLIMATE CHANGE】. It's time for real ...  twist: it's an icy 【ADAPTATION】 【ADAPTATION】 that wil"
6527,"ark on a $l-million 【RESTORATION】 of its facade, will ...  633-6806. DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... ark on a $l-million 【RESTORATION】 of its facade, will ... ds the Sea Shepherd 【CONSERVATION】 Society, said he re"
6528,"O BOOST FUNDING FOR 【ECOLOGICAL】 INITIATIVES MARIAN  ... metrius.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... h calls for cutting 【GREENHOUSE GAS】 emissions),"" said m ... rtensen in the film 【ADAPTATION】 of Cormac McCarthy' ... ng, evaluation, and 【RESTORATION】 service ma & mix &  ... of the Sea Shepherd 【CONSERVATION】 【CONSERVATION】 Societ ... ountry's people and 【ECOSYSTEMS】. ""Federally there a ... d Gore's message on 【CLIMATE CHANGE】. At Concordia - alr ... rtensen in the film 【ADAPTATION】 of Cormac McCarthy' ...  an airplane crash, 【EXTREME WEATHER】 warning and pandemi"
6529,"metrius.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... watt, seven-speaker 【MONSOON】 sound system ($800) ... -based Sea Shepherd 【CONSERVATION】 Society, said it's  ... that target climate 【CLIMATE CHANGE】, education, child o ... -based Sea Shepherd 【CONSERVATION】 Society, said it's  ... he integrity of our 【ECOSYSTEMS】."" MONEY AVAILABLE C ... four-year four-year 【DROUGHT】, wrapping those two ... ntial expression of 【ECOLOGICAL】 responsibility. And"
6530,"o family to promote 【FOOD SECURITY】 Like others, she sa ... 14-482-7452. N.D.G. 【HABITAT】 2500 Studios and al ...  Salvatore Arico, a 【BIODIVERSITY】 specialist with the ... e Avian Science and 【CONSERVATION】 【CONSERVATION】 Centre ... e Avian Science and 【CONSERVATION】 【CONSERVATION】 Centre ... ing populations and 【CLIMATE CHANGE】 while avoiding avoi"
6531," because because of 【GLOBAL WARMING】. ""There are parts t ... metrlus.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ...  participating in a 【RESTORATION】 【RESTORATION】 project ... of the Sea Shepherd 【CONSERVATION】 【CONSERVATION】 Societ ... of the Sea Shepherd 【CONSERVATION】 【CONSERVATION】 Societ ...  because because of 【GLOBAL WARMING】. ""There are parts t ...  ships into fragile 【ECOSYSTEMS】. The potential for  ... l disasters such as 【DROUGHT】 and flooding. Tappi"
6532,"t ""The next step is 【NITROUS OXIDE】 laughing gas. It ha ...  has arisen lately. 【DROUGHT】 in Australia, for e ... educing oil use and 【GREENHOUSE GAS】 emissions. But for  ... t ""The next step is 【NITROUS OXIDE】 laughing gas. It ha ... d on overfishing or 【HABITAT】 damage, five years  ... e moment, at least, 【CONSERVATION】 measures seem far m ... e moment, at least, 【CONSERVATION】 measures seem far m ... es Department, says 【GLOBAL WARMING】 is a serious threat ... vernmental Panel on 【CLIMATE CHANGE】. ""But these impacts ... vernmental Panel on 【CLIMATE CHANGE】. ""But these impacts ... ng activities."" The 【IPCC】, an international p ... e moment, at least, 【CONSERVATION】 measures seem far m ...  for the following: 【RESTORATION】 OF SIDEWALK AND STR ... phe and an original 【ADAPTATION】 of Shakespeare's Sh ... d on overfishing or 【HABITAT】 damage, five years "
6533,"ndor St. willibrord 【RESTORATION】 fund, co Fr. Joseph ... terials, materials, 【ECOLOGICAL】 water treatment, an ... Delta Sorority, and 【HABITAT】 for Helping. After  ... tatus of Endangered 【ENDANGERED SPECIES】 identifying Ungava  ... Delta Sorority, and 【HABITAT】 for Helping. After  ... e effects of global 【CLIMATE CHANGE】 by prese. why after ... , Avian Science and 【CONSERVATION】 Centre (www.ascc.mc ... , Avian Science and 【CONSERVATION】 Centre (www.ascc.mc ... se gases blamed for 【GLOBAL WARMING】. Such markets allow ... e effects of global 【CLIMATE CHANGE】 by prese. why after ... ge to Arctic Arctic 【ECOSYSTEMS】, driven primarily b ... e effects of global 【CLIMATE CHANGE】 by prese. why after ... oves river plan for 【DROUGHT】-hit Barcelona Madri ... ndor St. willibrord 【RESTORATION】 fund, co Fr. Joseph ... emissions limits on 【GREENHOUSE GAS】es. Early last year, ...  the ley's American 【ADAPTATION】 of the cult Brit se ... Delta Sorority, and 【HABITAT】 for Helping. After "
6534,"mitting more carbon 【CARBON DIOXIDE】 and providing a thi ... -862-5373, DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... arbon emissions and 【CLIMATE CHANGE】. High prices might  ... s well as renewable 【RENEWABLE ENERGY】 sources like wind,  ... n preserving entire 【ECOSYSTEMS】, with their less gl ... he impact impact of 【GLOBAL WARMING】 over the last 50 ye ...  says it all - the ""【ADAPTATION】"" being proposed app ... everybody-loves-'em 【ENDANGERED SPECIES】, because only by ga"
6535,"d Itaies included). 【RESTORATION】, insuranrp and tav  ... ive off gases, like 【CARBON DIOXIDE】. These greenhouse g ... metrfus.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... ildlife Fund Canada 【CONSERVATION】 group called yester ... ng to pollution and 【GLOBAL WARMING】. Also, we buy much  ... re a couple in this 【MONSOON】 of madness: Centra  ... r's Federer's title 【DROUGHT】 is over The world's"
6536,"orts to address our 【ECOLOGICAL】 footprint and to re ... ., wd outlets, prkg 【HABITAT】 MONTREAL All inclus ... Solutions to Global 【CLIMATE CHANGE】. Try wrapping your  ... rrential torrential 【MONSOON】 rains. Other resear ...  from 1990 and such 【RENEWABLE ENERGY】 as biomass now acco ... ur World hunger and 【DEFORESTATION】. Carbon offsets, an ... icks met to discuss 【CARBON CAPTURE】 at the forum in Rom ... of academic journal 【CONSERVATION】 Biology warns that  ... Solutions to Global 【CLIMATE CHANGE】. Try wrapping your  ... a huge awareness of 【GLOBAL WARMING】 and environmental d ...  carbon, a carbon ' 【EMISSIONS TRADING】 system, a carbon ca ... of our footprint is 【CARBON DIOXIDE】 (C02) emissions cau ... which emits harmful 【METHANE】 gas. i FOR UP TO 60 ... onnes of greenhouse 【GREENHOUSE GAS】es. In North America ...  warns that reduced 【BIODIVERSITY】 【BIODIVERSITY】 and ot ...  from 1990 and such 【RENEWABLE ENERGY】 as biomass now acco ... y other terrestrial 【ECOSYSTEM】, according to Fores ... icks met to discuss 【CARBON CAPTURE】 at the forum in Rom ... onnes of greenhouse 【GREENHOUSE GAS】es. In North America ... orts to address our 【ECOLOGICAL】 footprint and to re ...  carbon, a carbon ' 【EMISSIONS TRADING】 system, a carbon ca ... ., wd outlets, prkg 【HABITAT】 MONTREAL All inclus"
6537,"age of 23 tonnes of 【CARBON DIOXIDE】-equivalent emission ... -Fri.9-5pm DOWNTOWN 【HABITAT】 MONTREAL I lixuriou ... t resulted in more (【GREENHOUSE GAS】) emissions than the ...  melting glaciers. ""【CLIMATE CHANGE】 is predicted to aff ... Art History and Art 【CONSERVATION】 will be gratefully  ... rious im-, pacts of 【GLOBAL WARMING】 on its' territory,  ...  the push to reduce 【CO2】 emissions (hence th"
6538,"h as one megaton of 【CARBON DIOXIDE】 dioxide emissions a ... metrfus.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... h as one megaton of 【CARBON DIOXIDE】 dioxide emissions a ... s aren't going like 【CLIMATE CHANGE】 blamed as insurance ... s aren't going like 【CLIMATE CHANGE】 blamed as insurance ... record fuel prices, 【DROUGHT】 in key food-produc; ... e're supposed to be 【ECOLOGICAL】ly conscious. Will t"
6539,"metrlus.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... t to practise water 【CONSERVATION】, in our homes, on o ... a company policy on 【CLIMATE CHANGE】 - the broad definit ... because he believes 【GLOBAL WARMING】 is creating conditi ... Virtual tour of the 【ECOSYSTEM】; see animals and pl ... metrlus.ca DOWNTOWN 【HABITAT】 MONTREAL Luxuriousl ... tween the health of 【ECOSYSTEMS】 and the health of h ... rebuild islands and 【WETLANDS】 【WETLANDS】 that serve ... her. Lee to a loose 【ADAPTATION】 of The Pit and the  ... he Great Lakes from 【INVASIVE SPECIES】 brought in byocean- ... are leading to more 【EXTREME WEATHER】 conditions. ""I beli"
6540,"immy Fallon 1830468 【RESTORATION】 (Drama. '96) A doct ... all plants, absorbs 【CARBON DIOXIDE】, returning ! oxygen ... re runs programs in 【ECOLOGICAL】 agriculture, fair t ... rst defence against 【DROUGHT】 weeds and insects.  ... f i MAJOR 6fEH- INP 【METHANE】. ""- .T ; HOUSE ypi  ... Martin 514-592-3244 【HABITAT】 67. Renov 3 bdrm, 2 ... sent: Linda Mortsch 【ADAPTATION】 and Impacts Researc ... omotes agricultural 【BIODIVERSITY】, and author of Good ... Martin 514-592-3244 【HABITAT】 67. Renov 3 bdrm, 2 ...  Canadian Fisheries 【CONSERVATION】 ambassador Loyola S ... autious ""because of 【CLIMATE CHANGE】"" The Environment Ca ... autious ""because of 【CLIMATE CHANGE】"" The Environment Ca ... umont.tfie Habs and 【GLOBAL WARMING】. In French Banque S ... rst defence against 【DROUGHT】 weeds and insects.  ... sent: Linda Mortsch 【ADAPTATION】 and Impacts Researc ... shed Overfished and 【ENDANGERED SPECIES】 are commonplace com"
