line_number,context
6070,"day and a chance of 【SHOWERS】 on Saturday Environ ... MES-COLONIST Record 【RAINFALL】 is causing problems ... InterInd O.135 O.01 【TYPHOON】 O.415 O.05 Jourdan  ... e time, nurse Marie 【GALE】 checks equipment be ... ar during the first 【SNOWSTORM】 of the year. She sa ...  after back-to-back 【BLIZZARD】s paralyzed paralyze ... day and a chance of 【SHOWERS】 on Saturday Environ ... g and where there's 【SNOW】, there's risk of av ... year,"" he said. ""No 【COLD】. Catch a lot"" Local ... chaos that followed 【HURRICANE】 Katrina. Each of th ... lberta, warm winds c【HEAT】ed c【HEAT】ed avalanche ... lberta, warm winds c【HEAT】ed c【HEAT】ed avalanche ... year,"" he said. ""No 【COLD】. Catch a lot"" Local ... year,"" he said. ""No 【COLD】. Catch a lot"" Local ... ers who died in serv【ICE】 Ban vowed to end mi ... , where the biggest 【SNOWFALL】 of the winter has b ...  is bringing severe 【DROUGHT CONDITIONS】 conditions to count ... g and where there's 【SNOW】, there's risk of av ... -6 London Rain 12 7 【THUNDER】 Bay RCIoudy S I Mad ... ked to see freezing 【DRIZZLE】 hit their windshiel ... lberta, warm winds c【HEAT】ed c【HEAT】ed avalanche ... distress signals in 【STORM】y weather Monday Mon ... are not expected to 【FLOOD】 as a result of the  ... take groceries into 【SNOWBOUND】 areas with Humvees  ... were shocked to see 【FREEZING】 drizzle hit their w ... g and where there's 【SNOW】, there's risk of av ... ers who died in serv【ICE】 Ban vowed to end mi ...  is bringing severe 【DROUGHT】 conditions conditio ... ers who died in serv【ICE】 Ban vowed to end mi ... p.m. Yesterday 16.6 【PRECIPITATION】 (to 2 p.m. yesterda"
6071,"2 11 -S.9 -3.7 Min. 【PRECIPITATION】 Heating Degree davs ... tc Strateco TomExpl 【TYPHOON】 VantexRes Vigil Vlo ... 2288 TERREBONNE Les 【GALE】ries Terrebonne 450  ... ccn-tract ccn-tract 【ARID】 RHP Dan-el O'srera  ...  name Riders on the 【STORM】. ""I know the fans w ... iere CANADIAN PRESS 【THUNDER】 bay, ont. - Graffit ... High 4. Low near O. 【SHOWERS】 Laurentiani High 3. ... ozen embryos from a 【SWELTERING】 hospital. Rebekah M ... ng in response to a 【SNOW】balling campaign tha ...  Da Vinci's Inquest 【COLD】 Squad Trailer Park  ... AGUE Favourite Odds 【HURRICANE】S.-195tl75 Canadiens ... e presidential race 【HEAT】s up. Sarkozy, the c ...  Da Vinci's Inquest 【COLD】 Squad Trailer Park  ... AGUE Favourite Odds 【HURRICANE】S.-195tl75 Canadiens ... dible year Was it a 【TEMPEST】 in a teapot, a case ... ng in response to a 【SNOW】balling campaign tha ... iere CANADIAN PRESS 【THUNDER】 bay, ont. - Graffit ... y with 60 chance of 【LIGHT RAIN】. 90 chance of rain  ... e presidential race 【HEAT】s up. Sarkozy, the c ...  name Riders on the 【STORM】. ""I know the fans w ... der charges ! spark 【FLOOD】 of tips ; Edmonton  ... ng in response to a 【SNOW】balling campaign tha ... 7, the weapon of cho【ICE】 in this notoriously ... 7, the weapon of cho【ICE】 in this notoriously ... 2 11 -S.9 -3.7 Min. 【PRECIPITATION】 Heating Degree davs"
6072," and murder WEATHER 【SHOWERS】 respectable, and to ... -6 it ""' O.105 4.01 【TYPHOON】 EscaJS tm ""M PK I K ... CITY PLACE STE-FOY. 【GALE】RIES DE LA CAPITALE. ... -9227.Today-Sunday: 【STORM】breaker: Les aventur ... Christopher Butler, 【THUNDER】 Bay, Ont, 257. WOMW ...  and murder WEATHER 【SHOWERS】 respectable, and to ... e than two hours in 【SWELTERING】 conditions to beat  ... , 9-8 (4) (pro set) 【SNOW】 REPORT Springtime i ... ho look back to the 【COLD】 War with fondness."" ...  Sabres net by Dany 【HEAT】ley. The game was Ta ... ho look back to the 【COLD】 War with fondness."" ... ho look back to the 【COLD】 War with fondness."" ... , 9-8 (4) (pro set) 【SNOW】 REPORT Springtime i ... Christopher Butler, 【THUNDER】 Bay, Ont, 257. WOMW ...  Sabres net by Dany 【HEAT】ley. The game was Ta ... he order Wednesday, 【FREEZING】 the money during a  ... , 9-8 (4) (pro set) 【SNOW】 REPORT Springtime i ... arly at passport off【ICE】 If you're planning  ... arly at passport off【ICE】 If you're planning  ... Yesterday 12.8 Min. 【PRECIPITATION】 ' (to 2 p.m. yester"
6073,"P.CIoudy 8 4 Berlin 【SHOWERS】 9 7 Edmonton M.Sunn ... widely according to 【RAINFALL】 and snow runoff, as ... ThreegldRs TUG 1003 【TYPHOON】 TOO 2714 VanttxRM . ... DOLLARD-DES-ORMEAUX 【GALE】RJES DES SOURCES. 31 ... ) RyTlIy Life""Kathy 【ARID】 Ashley Night Heat 7 ...  could be replaced. 【SNOWSTORM】s kill 4500 cattle R ... arles Stanley 12803 【BLIZZARD】 (Conte, '02) Blizza ... -S London Rain 8 6. 【THUNDER】 Bay P.CIoudy -I -S  ... P.CIoudy 8 4 Berlin 【SHOWERS】 9 7 Edmonton M.Sunn ... 'hiver 91 7847 I H2 【SNOW】 787248 RDS ; W Spor ... 'hiver 91 7847 I H2 【SNOW】 787248 RDS ; W Spor ... acks 5Hp compressor 【CYCLONE】 hoist - 6ENISYS dia ... s ""New Centovetrine 【COLD】 Squad ""Righteous"" 5 ... used of euthanizing 【HURRICANE】 imrma paoems. m Lak ... trike 7833359 Night 【HEAT】 5820137 I Due South ...  size of Lake Erie. 【DROUGHT】 and irrigation have ... s ""New Centovetrine 【COLD】 Squad ""Righteous"" 5 ... s ""New Centovetrine 【COLD】 Squad ""Righteous"" 5 ... 44002 Ml j W y Earth【STORM】 (Act '05) Dirk Bene ... 'hiver 91 7847 I H2 【SNOW】 787248 RDS ; W Spor ... -S London Rain 8 6. 【THUNDER】 Bay P.CIoudy -I -S  ...  low -4 Cloudy with 【LIGHT RAIN】. Winds easterly 5km ... t. club and saw the 【DRIZZLE】, he had one thing t ... trike 7833359 Night 【HEAT】 5820137 I Due South ... 44002 Ml j W y Earth【STORM】 (Act '05) Dirk Bene ... f, trout fishing, a 【FLOOD】lit walking , track  ...  which zoomed above 【FREEZING】 every day. Winter s ... 'hiver 91 7847 I H2 【SNOW】 787248 RDS ; W Spor ... arles Stanley 12803 【BLIZZARD】 (Conte, '02) Blizza ... good fit was the cho【ICE】 of John Baird as th ... good fit was the cho【ICE】 of John Baird as th ... or 2 p.m. Max. Min. 【PRECIPITATION】 Heating Degree . da"
6074,"h a leaky roof in a 【THUNDERSTORM】 - and almost pulled ... tant files wherever 【ARID】 whenever. The lines ... ESCUED Back-to-back 【BLIZZARD】s blamed associated  ... m, but sporadic rain【SHOWERS】, wind ' gusting up  ...  from Villa Maria & 【SNOW】don. Near! all ameni ... erday after another 【WINDSTORM】 swept over Vancouve ...  SPOTLIGHT JUNIORS' 【COLD】 BODES WELL FOR HABS ... mmediate and later. 【HEAT】ed, equipped. Pool.  ...  SPOTLIGHT JUNIORS' 【COLD】 BODES WELL FOR HABS ...  SPOTLIGHT JUNIORS' 【COLD】 BODES WELL FOR HABS ... nld third. A steady 【DOWNPOUR】 made conditions con ...  from Villa Maria & 【SNOW】don. Near! all ameni ... 16 London Rain 10 6 【THUNDER】 Bay Snow I -9 Madri ... mmediate and later. 【HEAT】ed, equipped. Pool.  ... med three major snow【STORM】s in a row for trigg ... thlehem as bouts of 【HEAVY RAIN】 marked the start of ... with wind, snow and 【FREEZING】 rain to the south.  ...  from Villa Maria & 【SNOW】don. Near! all ameni ... as Rosicky scored tw【ICE】 and Arsenal beat Li ... y-1960s Stanley Cup 【DROUGHT】, to use Jean if. i  ... as Rosicky scored tw【ICE】 and Arsenal beat Li ...  date Max. 6.7 Min. 【PRECIPITATION】 ' (to 2 p.m. yester"
6075,"ancouver - The roof 【HEAT】ing system at B.C. P ... n Australia. Steady 【SHOWERS】 forced postponement ... improve our product 【ARID】 serek offerings. To ... erce wind and sleet 【STORM】. Rckton murders ins ... Stadium roof not in 【SNOW】-melt mode Vancouver ... e yesterday while a 【BLIZZARD】 【BLIZZARD】 raged in C ... ted to remain above 【FREEZING】 for the next few da ... anadian Forces Base 【COLD】 Lake in Alberta. ON ... ancouver - The roof 【HEAT】ing system at B.C. P ... anadian Forces Base 【COLD】 Lake in Alberta. ON ... Stadium roof not in 【SNOW】-melt mode Vancouver ... n Australia. Steady 【SHOWERS】 forced postponement ... EPORTER Montreal pol【ICE】 are investigating i ... erce wind and sleet 【STORM】. Rckton murders ins ... ame, Owen sound and 【THUNDER】 Bay. New opportunit ... EPORTER Montreal pol【ICE】 are investigating i ... s Record. Max. Min. 【PRECIPITATION】 Heating Degre mon -"
6076,"SthMalartc Strateco 【TYPHOON】 Vigil 0215 O.12 O.1 ... y Park by heavy wind【STORM】s, Baird called the  ... ind these days as a 【SNOWDRIFT】. Things aren't just ... ROM JONATHAN FOWLIE 【BLIZZARD】 slows triple-murder ... y -25 -26 Amsterdam 【SHOWERS】 12 11 I YellowknKe  ... ys. Cote des Neiges 【SNOW】don area. 514-272-66 ... eers, Club, Coffee, 【COLD】, Crust, Dips, Dough ... esne, from 1986-89. 【HURRICANE】s get Seidenberg fro ...  has taken a lot of 【HEAT】 - over the NHL alle ...  has taken a lot of 【HEAT】 - over the NHL alle ... eers, Club, Coffee, 【COLD】, Crust, Dips, Dough ... eers, Club, Coffee, 【COLD】, Crust, Dips, Dough ... 4 London Rain 13 13 【THUNDER】 Bay P.CIoudy -10 -1 ... k under a low March 【DRIZZLE】 knows ""normal"" weat ...  has taken a lot of 【HEAT】 - over the NHL alle ... y Park by heavy wind【STORM】s, Baird called the  ... a February February 【FREEZING】 rain then left for  ... d, followed days of 【HEAVY RAIN】, said district poli ... ys. Cote des Neiges 【SNOW】don area. 514-272-66 ... ROM JONATHAN FOWLIE 【BLIZZARD】 slows triple-murder ... y, Salute, Short, Sl【ICE】d, Soft, Sort, Sugar ... y, Salute, Short, Sl【ICE】d, Soft, Sort, Sugar ...  date Mm. 10.6 Min. 【PRECIPITATION】 "" (to2p.myejterday "
6077," GldnTag O.50 -O.04 【TYPHOON】 O.355 -O.01 Hlnterl ... N! 493 - 66i - 1821 【GALE】RIES LAVAL 1545 U Co ... g trying to land in 【BLIZZARD】 conditions crash la ... Snow -12 -27 Dublin 【SHOWERS】 7 3 Calgary P.CIoud ... ouse spokesman Tony 【SNOW】 said he was unaware ... essors -NO vers -NO 【COLD】 calling -NO outside ... nd the water cooler 【HEAT】ed up. A micro sort  ... essors -NO vers -NO 【COLD】 calling -NO outside ... essors -NO vers -NO 【COLD】 calling -NO outside ... ouse spokesman Tony 【SNOW】 said he was unaware ... rie, Owen Sound and 【THUNDER】 Bay. New opportunit ... nips, they suggest. 【DRIZZLE】 the mixture with a  ... nd the water cooler 【HEAT】ed up. A micro sort  ...  and we had the ice 【STORM】 as a re-suit re-sui ...  are in danger of ' 【FREEZING】. Citrus fruit from  ... ouse spokesman Tony 【SNOW】 said he was unaware ... R BERNARD ASSELIN, V【ICE】-PRESIDENT, MARKETIN ...  cent mainly due to 【DROUGHT】s in Australia and t ... R BERNARD ASSELIN, V【ICE】-PRESIDENT, MARKETIN ... s Records Mai. Min. 【PRECIPITATION】 Heating Degree 8'3 "
6078,"morrow 60 chance of 【SHOWERS】 High 4 Low -10 S) S ... SthMalartc Strateco 【TYPHOON】 VantexRes ZoornMed  ... a yesterday, with a 【BLIZZARD】 near Saskatoon blam ... morrow 60 chance of 【SHOWERS】 High 4 Low -10 S) S ...  11 'v.- ,K , . TIM 【SNOW】 GAZETTE FILE PHOTO  ... hting off a nagging 【COLD】. ""I had to be that  ... JANUARY 11, 2007 L T【HEAT】RE REYIEWS Richie I  ... hting off a nagging 【COLD】. ""I had to be that  ... hting off a nagging 【COLD】. ""I had to be that  ...  a white Boxing Day 【SNOWFALL】. It felt good to wo ...  11 'v.- ,K , . TIM 【SNOW】 GAZETTE FILE PHOTO  ... 32 London Rain 12 7 【THUNDER】 Bay RCIoudy -I -19  ... JANUARY 11, 2007 L T【HEAT】RE REYIEWS Richie I  ... al Film Festival by 【STORM】, holding a news con ... d. recovered.RUSSIA 【FLOOD】s threaten St. Peter ... ley yesterday Below-【FREEZING】 temperatures temper ...  11 'v.- ,K , . TIM 【SNOW】 GAZETTE FILE PHOTO  ...  remain cool in the 【SCORCHING】 heat, but is fighti ... rms with heavenly vo【ICE】s. vo【ICE】s.Paulson ha ...  the club's 40-year 【DROUGHT】 to long-suffering f ... rms with heavenly vo【ICE】s. vo【ICE】s.Paulson ha ... this date Max. Min. 【PRECIPITATION】 94 - (to 2 p.m, yes"
6079,"intr LASALLE Check T【HEAT】re Directories or ww ... dryer. 514-346-7700 【SNOW】DON Castel Blanc. I  ... . Tomorrow, Sunday: 【STORM】breaken Les aventure ... s' clearance-priced 【COLD】 weather accessories ... aves at JSHochetaga 【HURRICANE】s at PAX MIDGET BB F ... intr LASALLE Check T【HEAT】re Directories or ww ... s SUV, gets lost in 【BLIZZARD】 CANWEST NEWS SERVIC ... s' clearance-priced 【COLD】 weather accessories ... s' clearance-priced 【COLD】 weather accessories ... dryer. 514-346-7700 【SNOW】DON Castel Blanc. I  ... SofameTcti Strateco 【TYPHOON】 Vlor O.025 O.01 O.2 ... RCIoudy 8 S Chicago 【SHOWERS】 6 O n TTT Kesorts t ... y surrounding shiny 【ICE】. 143 mins PC: viole ... dryer. 514-346-7700 【SNOW】DON Castel Blanc. I  ... ory of the Marshall 【THUNDER】ing Herd. 131 mins.  ... ER Light snow, then 【LIGHT RAIN】 High 4 Low -13 Page ... y surrounding shiny 【ICE】. 143 mins PC: viole"
6080,"I -8 Rio de Janeiro 【SHOWERS】 31 25 United States ... s of snow. Seasonal 【RAINFALL】 has set a record. P ...  Strateco RSC 15926 【TYPHOON】 .TOO 3775 040 015 4 ... rts-in the 1998 ice 【STORM】, is being actively  ... rch 15, even though 【SNOWSTORM】s frequently occur a ... -CLEARING But a few 【BLIZZARD】s before the spring  ... I -8 Rio de Janeiro 【SHOWERS】 31 25 United States ... ome lack of January 【SNOW】 and the Esso On the ... cellent served with 【COLD】 cuts, terrines, fbi ... rue home game after 【HURRICANE】 Katrina hit on Aug. ... w: oax x m&jctrrcrt 【HEAT】her Beach & Jerry Ke ... cellent served with 【COLD】 cuts, terrines, fbi ... ays JT's casting cho【ICE】 moved his relations ... tres centimetres of 【SNOWFALL】? And most contracts ... ome lack of January 【SNOW】 and the Esso On the ... ory of the Marshall 【THUNDER】ing Herd. Lacordalre ... w: oax x m&jctrrcrt 【HEAT】her Beach & Jerry Ke ...  11:47 a.m. OVRk ME 【ARID】 ' s-VW : Shouts and ... rts-in the 1998 ice 【STORM】, is being actively  ... b is practically out【FLOOD】ing spam this week.  ... b is practically out【FLOOD】ing spam this week.  ... oulders against the 【FREEZING】 winds. But it seems ... tes Associates said 【EXCESSIVE HEAT】 can be a problem fo ... 48i4 CMT 66 50 Four 【STRONG WINDS】 405123 Beyond Chanc ... ome lack of January 【SNOW】 and the Esso On the ... ays JT's casting cho【ICE】 moved his relations ... he eighth year of a 【DROUGHT】. ""I imagine my moth ... ays JT's casting cho【ICE】 moved his relations ...  ago today 8.I Min. 【PRECIPITATION】 ' (to 2 p.m. yester"
6081," rent, electricity, 【HEAT】, supplies and offic ... e gazette There's a 【STORM】 brewing in Montreal ... sult of near-record 【SNOW】falls 【SNOW】falls comb ... eli soldiers and pol【ICE】 armed with riot gea ... Israel committed to 【FREEZING】 all settlement acti ... PLATEAU Large 4 12. 【COLD】 flat. Electric heat ...  rent, electricity, 【HEAT】, supplies and offic ... tion devastation of 【HURRICANE】 Katrina. Now, the f ... unavut, yesterday A 【BLIZZARD】 warning is in effec ... sult of near-record 【SNOW】falls 【SNOW】falls comb ... udy 6 -3 Barbados T.【SHOWERS】 28 23 Los Angeles S ... eli soldiers and pol【ICE】 armed with riot gea ...  Ergotelis3Xanthil E【GALE】o2Apollon0 ARTS &. L ...  world. Leading the 【THUNDER】ous applause applaus ... lowing a nine-month 【DROUGHT】 Inter leads the Ser ... f the B.C. Interior 【ARID】 Coast, the result o ... ! Records Man. Min. 【PRECIPITATION】 HeatingDegree 106 ("
6082,"ast November, heavy 【RAINFALL】s in the lower mainl ...  07 6 S 6 20 20 23 E【GALE】o 07 6 4 7 17 19 22  ... riencing WARM I N G 【HEAVY RAIN】 can also cause heal ... tre said, with more 【TORRENTIAL】 【TORRENTIAL】 rain for ... ds on you. Parking. 【SHOWERS】. Receipts Call now  ... ideo games until it 【SNOW】s. Once it 【SNOW】s, I' ... ds and at least one 【TORNADO】 walloped the United ... hen the air was too 【COLD】 for dinosaurs. I I  ... f the second second 【HEAT】 and moved up three  ... f the second second 【HEAT】 and moved up three  ... hen the air was too 【COLD】 for dinosaurs. I I  ... tre said, with more 【TORRENTIAL】 【TORRENTIAL】 rain for ... , floods, Chicago - 【FREEZING】 rain, snow, sleet,  ...  London Cloudy 11 7 【THUNDER】 Bay RCIoudy -15 -23 ... f the second second 【HEAT】 and moved up three  ... ed by wind and rain 【STORM】s recently. cy and e ... eeps cars away from 【FLOOD】ed roads this month. ... ideo games until it 【SNOW】s. Once it 【SNOW】s, I' ... nnolly; Ipswich - Le【ICE】ster -19' Hume PnuMt ... this date Mas. Min. 【PRECIPITATION】 ra luv (to 2 pm yes"
6083,"tc Strateco TomExpi 【TYPHOON】 Vigil O.045 O.105 - ...  Larin said. Chris K【ARID】ogiannis, executive  ... vers who braved the 【STORM】 found parking spots ...  city's first major 【SNOWSTORM】. hits 39 TOM KILLIP ... Max. Min. Stockholm 【SHOWERS】 b S Atlanta 【SHOWERS】 ... r Network. ""You got 【SNOW】, and you are used t ... t the day, although 【COLD】er temperatures. tem ... arlie Rose H9 05 05 【HURRICANE】, Dra) Vicellous Reo ... and Vice-Chancellor 【HEAT】her Munroe-Blum are  ... t the day, although 【COLD】er temperatures. tem ... t the day, although 【COLD】er temperatures. tem ... id. The first heavy 【SNOWFALL】 of the year in sout ... ting resulting from 【FREEZING】 rain in Toronto, To ... vers who braved the 【STORM】 found parking spots ... 8 London Rain 12 11 【THUNDER】 Bay Sunny -15 -16 M ... and Vice-Chancellor 【HEAT】her Munroe-Blum are  ... vers who braved the 【STORM】 found parking spots ... ting resulting from 【FREEZING】 rain in Toronto, To ... vers who braved the 【STORM】 found parking spots ... r Network. ""You got 【SNOW】, and you are used t ...  chief financial off【ICE】r to become chief op ... fter a decades-long 【DROUGHT】 in which musicals w ...  chief financial off【ICE】r to become chief op ... this date Max. Min. 【PRECIPITATION】 no ,. n , ' : (to 2"
6084,"SthMalartc Strateco 【TYPHOON】 073 O.02 O 045 O.12 ...  Hereafter, The Ice 【STORM】 and Capote. ""We gre ...  city's first major 【SNOWSTORM】 【SNOWSTORM】 of the se ... Sunny -6 -16 Dublin 【SHOWERS】 10 S Calgary Snow - ... arly defrosted in a 【SWELTERING】 hospital during the ... -3855 N.D.O. Decarle【SNOW】don. Large 3 12. Ren ... veryday. Love Carol 【GALE】, Thomas W. January- ... er square inch. The 【COLD】er it gets outside,  ... game losing streak. 【HURRICANE】s 3, Panthers 2, OT  ... Limited time offer! 【HEAT】ing, hot water, frid ... er square inch. The 【COLD】er it gets outside,  ... er square inch. The 【COLD】er it gets outside,  ... When the first real 【SNOWFALL】 hit, Mary was surpr ... es rarely dip below 【FREEZING】, kept a close eye o ... -3855 N.D.O. Decarle【SNOW】don. Large 3 12. Ren ... his brother John in 【THUNDER】 Bay. George had man ... Limited time offer! 【HEAT】ing, hot water, frid ...  Hereafter, The Ice 【STORM】 and Capote. ""We gre ... escued from a great 【FLOOD】 while he was just a ... es rarely dip below 【FREEZING】, kept a close eye o ...  Hereafter, The Ice 【STORM】 and Capote. ""We gre ... -3855 N.D.O. Decarle【SNOW】don. Large 3 12. Ren ... ed battled cancer tw【ICE】 since the 2003-04 2 ... ed battled cancer tw【ICE】 since the 2003-04 2 ... s Records Max. Min. 【PRECIPITATION】 1990 8.2 to 2 p.m, "
